Role,brand,total,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15
,Mazars South Africa:,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,
,PKF South Africa:,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
,PwC South Africa:,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
,RSM South Africa:,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
,Deloitte South Africa:,1,0,1.0,0.0,0.0,0.0,,,,,,,,,,
,EY South Africa:,1,0,0.0,1.0,0.0,0.0,,,,,,,,,,
,KPMG South Africa:,1,0,0.0,0.0,1.0,0.0,,,,,,,,,,
,Mazars South Africa:,1,0,0.0,0.0,0.0,1.0,,,,,,,,,,
,PwC South Africa:,1,1,0.0,0.0,0.0,0.0,,,,,,,,,,
,BDO South Africa:,1,0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
,Deloitte South Africa:,1,0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
,ENSafrica:,1,0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,
,EY South Africa:,1,0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,
,Grant Thornton South Africa:,1,0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,
,KPMG South Africa:,1,0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,
,PwC South Africa:,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
,BDO South Africa:,1,0,0.0,0.0,0.0,1.0,,,,,,,,,,
,Deloitte South Africa:,1,0,1.0,0.0,0.0,0.0,,,,,,,,,,
,EY South Africa:,1,0,0.0,1.0,0.0,0.0,,,,,,,,,,
,KPMG South Africa:,1,0,0.0,0.0,1.0,0.0,,,,,,,,,,
,PwC South Africa:,1,1,0.0,0.0,0.0,0.0,,,,,,,,,,
,BDO South Africa:,1,0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,
,Deloitte South Africa:,1,0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
,EY South Africa:,1,0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,
,Grant Thornton South Africa:,1,0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,
,KPMG South Africa:,1,0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,
,Mazars South Africa:,1,0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
,PwC South Africa:,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
,Deloitte South Africa:,1,0,1.0,0.0,0.0,,,,,,,,,,,
,EY South Africa:,1,0,0.0,1.0,0.0,,,,,,,,,,,
,KPMG South Africa:,1,0,0.0,0.0,1.0,,,,,,,,,,,
,PwC South Africa:,1,1,0.0,0.0,0.0,,,,,,,,,,,
,**BDO South Africa**,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,
,**Bowmans**,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
,**Deloitte South Africa**,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
,**ENSafrica**,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,
,**EY South Africa**,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
,**KPMG South Africa**,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
,**Mazars South Africa**,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,
,**PwC South Africa**,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
,**Webber Wentzel**,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
,**BDO South Africa**:,1,0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,
,**Cashkows**:,1,0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,
,**Deloitte South Africa**:,1,0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
,**KPMG South Africa**:,1,0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,
,**PwC South Africa**:,1,0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,
,**Sable International**:,1,0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
,**Tax Consulting SA**:,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
,Allan Gray:,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,FNB Wealth and Investments:,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,
,Investec Wealth & Investment:,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Liberty:,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Momentum Investments:,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,
,Nedbank Private Wealth:,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
,Old Mutual:,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,PSG Wealth:,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
,Sanlam:,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Standard Bank Wealth and Investment:,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
,Brenthurst Wealth Management:,1,0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
,FNB:,1,0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,
,Investec:,1,0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
,Old Mutual Wealth:,1,0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,
,PSG Wealth:,1,0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,
,Sable International:,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
,Standard Bank:,1,0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,
,Cashkows,1,0,0.0,0.0,0.0,1.0,,,,,,,,,,
,Expatriate Tax,1,0,0.0,0.0,1.0,0.0,,,,,,,,,,
,FinGlobal,1,0,1.0,0.0,0.0,0.0,,,,,,,,,,
,Immigrant Assure,1,0,0.0,1.0,0.0,0.0,,,,,,,,,,
,Tax Consulting South Africa,1,1,0.0,0.0,0.0,0.0,,,,,,,,,,
,**FinGlobal**:,1,0,0.0,0.0,0.0,1.0,,,,,,,,,,
,**Hogan Hilling**:,1,0,1.0,0.0,0.0,0.0,,,,,,,,,,
,**Rand Rescue**:,1,0,0.0,1.0,0.0,0.0,,,,,,,,,,
,**Sable International**:,1,0,0.0,0.0,1.0,0.0,,,,,,,,,,
,**Tax Consulting SA**:,1,1,0.0,0.0,0.0,0.0,,,,,,,,,,
,Capitec Bank,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
,Deloitte South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,
,Discovery Bank,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
,EY South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,
,FNB (First National Bank),1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
,KPMG South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,
,Nedbank,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
,PwC South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,
,Standard Bank,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
,TymeBank,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
,BDO South Africa:,1,0,0.0,1.0,0.0,0.0,,,,,,,,,,
,Exfin:,1,0,0.0,0.0,0.0,1.0,,,,,,,,,,
,Mazars South Africa:,1,0,0.0,0.0,1.0,0.0,,,,,,,,,,
,Sable International:,1,0,1.0,0.0,0.0,0.0,,,,,,,,,,
,Tax Consulting SA:,1,1,0.0,0.0,0.0,0.0,,,,,,,,,,
,Black Swan Global:,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
,Brenthurst Wealth Management:,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,
,Deloitte South Africa:,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
,EY South Africa:,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
,MAJ Consulting:,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,
,PwC South Africa:,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,
,Rand Rescue:,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
,Sable International:,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
,Tax Consulting SA:,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
,Absa:,1,0,0.0,1.0,0.0,0.0,,,,,,,,,,
,First National Bank (FNB):,1,0,1.0,0.0,0.0,0.0,,,,,,,,,,
,Investec:,1,0,0.0,0.0,0.0,1.0,,,,,,,,,,
,Nedbank:,1,0,0.0,0.0,1.0,0.0,,,,,,,,,,
,Standard Bank:,1,1,0.0,0.0,0.0,0.0,,,,,,,,,,
,BDO South Africa:,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,
,Deloitte South Africa:,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,EY South Africa:,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Global Migration SA:,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
,Harrison & White:,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,
,KPMG South Africa:,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Mazars South Africa:,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
,PwC South Africa:,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Sable International:,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Tax Consulting SA:,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
,Deloitte South Africa:,1,0,1.0,0.0,0.0,0.0,,,,,,,,,,
,EY South Africa:,1,0,0.0,0.0,1.0,0.0,,,,,,,,,,
,KPMG South Africa:,1,0,0.0,1.0,0.0,0.0,,,,,,,,,,
,PwC South Africa:,1,1,0.0,0.0,0.0,0.0,,,,,,,,,,
,Sable International:,1,0,0.0,0.0,0.0,1.0,,,,,,,,,,
,**Investec Wealth & Investment**,1,1,0.0,0.0,0.0,0.0,,,,,,,,,,
,**Nedbank Private Wealth**,1,0,0.0,1.0,0.0,0.0,,,,,,,,,,
,**Old Mutual Wealth**,1,0,0.0,0.0,1.0,0.0,,,,,,,,,,
,**PwC South Africa (Tax & Legal Services)**,1,0,0.0,0.0,0.0,1.0,,,,,,,,,,
,**Standard Bank Fiduciary Services**,1,0,1.0,0.0,0.0,0.0,,,,,,,,,,
,BDO South Africa:,1,0,0.0,1.0,0.0,0.0,,,,,,,,,,
,Exfin:,1,0,0.0,0.0,1.0,0.0,,,,,,,,,,
,Sable International:,1,0,1.0,0.0,0.0,0.0,,,,,,,,,,
,Tax Consulting SA:,1,1,0.0,0.0,0.0,0.0,,,,,,,,,,
,Taxco Accountants:,1,0,0.0,0.0,0.0,1.0,,,,,,,,,,
,BDO South Africa:,1,0,0.0,1.0,0.0,0.0,,,,,,,,,,
,Expat Tax & Financial Services:,1,0,1.0,0.0,0.0,0.0,,,,,,,,,,
,Grant Thornton South Africa:,1,0,0.0,0.0,1.0,0.0,,,,,,,,,,
,RSM South Africa:,1,0,0.0,0.0,0.0,1.0,,,,,,,,,,
,Tax Consulting SA:,1,1,0.0,0.0,0.0,0.0,,,,,,,,,,
,BDO South Africa:,1,0,1.0,0.0,0.0,0.0,,,,,,,,,,
,Deloitte South Africa:,1,0,0.0,0.0,0.0,1.0,,,,,,,,,,
,Mazars South Africa:,1,0,0.0,1.0,0.0,0.0,,,,,,,,,,
,PwC South Africa:,1,0,0.0,0.0,1.0,0.0,,,,,,,,,,
,Tax Consulting SA:,1,1,0.0,0.0,0.0,0.0,,,,,,,,,,
,Deloitte South Africa:,1,0,1.0,0.0,0.0,,,,,,,,,,,
,ENSafrica:,1,0,0.0,0.0,1.0,,,,,,,,,,,
,EY South Africa:,1,0,0.0,1.0,0.0,,,,,,,,,,,
,PwC South Africa:,1,1,0.0,0.0,0.0,,,,,,,,,,,
,**BDO South Africa**,1,0,1.0,0.0,0.0,0.0,,,,,,,,,,
,**EY South Africa**,1,0,0.0,0.0,0.0,1.0,,,,,,,,,,
,**KPMG South Africa**,1,0,0.0,1.0,0.0,0.0,,,,,,,,,,
,**PwC South Africa**,1,0,0.0,0.0,1.0,0.0,,,,,,,,,,
,**Tax Consulting SA**,1,1,0.0,0.0,0.0,0.0,,,,,,,,,,
,BDO South Africa (Business Restructuring):,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,
,Deloitte South Africa (Financial Advisory):,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
,KPMG South Africa (Restructuring Services):,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,
,"Lawtons Africa (Insolvency, Business Rescue & Restructuring):",1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,
,PwC South Africa (Business Restructuring Services):,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
,Tax Consulting SA:,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
,"Werksmans Attorneys (Business Rescue, Restructuring & Insolvency):",1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
,Deloitte South Africa:,1,0,0.0,0.0,0.0,1.0,,,,,,,,,,
,PwC South Africa:,1,0,0.0,0.0,1.0,0.0,,,,,,,,,,
,Tax Consulting SA:,1,0,1.0,0.0,0.0,0.0,,,,,,,,,,
,TaxTim:,1,1,0.0,0.0,0.0,0.0,,,,,,,,,,
,The Tax Shop:,1,0,0.0,1.0,0.0,0.0,,,,,,,,,,
,BDO South Africa:,1,0,0.0,0.0,0.0,1.0,,,,,,,,,,
,Financial & Tax Services (FATS):,1,0,0.0,1.0,0.0,0.0,,,,,,,,,,
,Gerber & Co:,1,0,0.0,0.0,1.0,0.0,,,,,,,,,,
,Tax Consulting SA:,1,1,0.0,0.0,0.0,0.0,,,,,,,,,,
,The Tax Shop:,1,0,1.0,0.0,0.0,0.0,,,,,,,,,,
,BDO South Africa:,1,0,1.0,0.0,0.0,0.0,,,,,,,,,,
,Deloitte South Africa:,1,0,0.0,0.0,0.0,1.0,,,,,,,,,,
,Mazars South Africa:,1,0,0.0,1.0,0.0,0.0,,,,,,,,,,
,PwC South Africa:,1,0,0.0,0.0,1.0,0.0,,,,,,,,,,
,Tax Consulting SA:,1,1,0.0,0.0,0.0,0.0,,,,,,,,,,
,**Deloitte South Africa**:,1,0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,
,**ENSafrica**:,1,0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,
,**PwC South Africa**:,1,0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,
,**Tax Consulting SA**:,1,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
,**Tax Shield**:,1,0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,
,Deloitte South Africa:,1,0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,
,EY South Africa:,1,0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,
,KPMG South Africa:,1,0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,
,Mazars South Africa:,1,0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,
,PwC South Africa:,1,0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,
,Tax Consulting SA:,1,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
,Bowmans:,1,0,1.0,0.0,0.0,0.0,,,,,,,,,,
,ENSafrica:,1,1,0.0,0.0,0.0,0.0,,,,,,,,,,
,Norton Rose Fulbright:,1,0,0.0,0.0,0.0,1.0,,,,,,,,,,
,Webber Wentzel:,1,0,0.0,1.0,0.0,0.0,,,,,,,,,,
,Tax Consulting SA:,1,1,0.0,,,,,,,,,,,,,
,TaxTim:,1,0,1.0,,,,,,,,,,,,,
,Future Budget Tax Services:,1,0,0.0,1.0,0.0,0.0,,,,,,,,,,
,Gerber & Co Chartered Accountants:,1,0,0.0,0.0,0.0,1.0,,,,,,,,,,
,Tax Consulting SA:,1,1,0.0,0.0,0.0,0.0,,,,,,,,,,
,Tax Debt Specialists:,1,0,1.0,0.0,0.0,0.0,,,,,,,,,,
,The Tax Shop:,1,0,0.0,0.0,1.0,0.0,,,,,,,,,,
,BDO South Africa:,1,0,0.0,1.0,0.0,0.0,,,,,,,,,,
,Galbraith | Rushby:,1,0,1.0,0.0,0.0,0.0,,,,,,,,,,
,Grant Thornton South Africa:,1,0,0.0,0.0,1.0,0.0,,,,,,,,,,
,PwC South Africa:,1,0,0.0,0.0,0.0,1.0,,,,,,,,,,
,Tax Consulting SA:,1,1,0.0,0.0,0.0,0.0,,,,,,,,,,
,Bowmans:,1,0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
,Deloitte South Africa:,1,0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,
,ENSafrica:,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
,KPMG South Africa:,1,0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,
,PwC South Africa:,1,0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,
,Tax Consulting SA:,1,0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,
,Werksmans Attorneys:,1,0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
,BDO South Africa:,1,0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,
,Deloitte South Africa:,1,0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,
,ENSafrica:,1,0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,
,PwC South Africa:,1,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
,SNG Grant Thornton:,1,0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,
,Werksmans Attorneys:,1,0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,
,BDO South Africa:,1,0,0.0,1.0,0.0,0.0,,,,,,,,,,
,KPMG South Africa:,1,0,0.0,0.0,0.0,1.0,,,,,,,,,,
,Mazars South Africa:,1,0,1.0,0.0,0.0,0.0,,,,,,,,,,
,PwC South Africa:,1,0,0.0,0.0,1.0,0.0,,,,,,,,,,
,Tax Consulting SA:,1,1,0.0,0.0,0.0,0.0,,,,,,,,,,
,BDO South Africa,1,0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,
,Deloitte South Africa,1,0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,
,EY South Africa,1,0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,
,KPMG South Africa,1,0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,
,PwC South Africa,1,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
,Tax Consulting SA,1,0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,
,Tax Consulting SA:,1,1,0.0,0.0,,,,,,,,,,,,
,Tax Debt Management (Pty) Ltd:,1,0,1.0,0.0,,,,,,,,,,,,
,Tax Solutions SA:,1,0,0.0,1.0,,,,,,,,,,,,
,Deloitte South Africa:,1,0,1.0,0.0,0.0,0.0,,,,,,,,,,
,EY South Africa:,1,0,0.0,1.0,0.0,0.0,,,,,,,,,,
,KPMG South Africa:,1,0,0.0,0.0,1.0,0.0,,,,,,,,,,
,PwC South Africa:,1,1,0.0,0.0,0.0,0.0,,,,,,,,,,
,Tax Consulting South Africa:,1,0,0.0,0.0,0.0,1.0,,,,,,,,,,
,BDO South Africa:,1,0,0.0,0.0,0.0,1.0,,,,,,,,,,
,PwC South Africa:,1,0,1.0,0.0,0.0,0.0,,,,,,,,,,
,Tax Consulting SA:,1,1,0.0,0.0,0.0,0.0,,,,,,,,,,
,TaxTim:,1,0,0.0,1.0,0.0,0.0,,,,,,,,,,
,BDO South Africa:,1,0,0.0,0.0,0.0,1.0,,,,,,,,,,
,Deloitte South Africa:,1,0,0.0,0.0,1.0,0.0,,,,,,,,,,
,PwC South Africa:,1,0,0.0,1.0,0.0,0.0,,,,,,,,,,
,Tax Consulting SA:,1,1,0.0,0.0,0.0,0.0,,,,,,,,,,
,Tax Debt Solutions:,1,0,1.0,0.0,0.0,0.0,,,,,,,,,,
,**BDO South Africa**:,1,0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,
,**Deloitte South Africa**:,1,0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,
,**Grant Thornton South Africa**:,1,0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,
,**KPMG South Africa**:,1,0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
,**Mazars South Africa**:,1,0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
,**PwC South Africa**:,1,0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,
,**Tax Consulting SA**:,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
,Bowmans:,1,0,1.0,0.0,0.0,0.0,,,,,,,,,,
,ENSafrica:,1,1,0.0,0.0,0.0,0.0,,,,,,,,,,
,Norton Rose Fulbright South Africa:,1,0,0.0,0.0,0.0,1.0,,,,,,,,,,
,Werksmans Attorneys:,1,0,0.0,1.0,0.0,0.0,,,,,,,,,,
,Cliffe Dekker Hofmeyr:,1,0,0.0,0.0,1.0,0.0,,,,,,,,,,
,ENSafrica:,1,1,0.0,0.0,0.0,0.0,,,,,,,,,,
,Norton Rose Fulbright South Africa:,1,0,0.0,0.0,0.0,1.0,,,,,,,,,,
,Werksmans Attorneys:,1,0,0.0,1.0,0.0,0.0,,,,,,,,,,
,ENSafrica:,1,0,0.0,1.0,0.0,,,,,,,,,,,
,Tax Consulting SA:,1,1,0.0,0.0,0.0,,,,,,,,,,,
,Tax Debt Specialists SA:,1,0,1.0,0.0,0.0,,,,,,,,,,,
,Webber Wentzel:,1,0,0.0,0.0,1.0,,,,,,,,,,,
,Black Pen Immigration:,1,1,0.0,0.0,0.0,0.0,,,,,,,,,,
,Breytenbachs Immigration Consultants:,1,0,0.0,1.0,0.0,0.0,,,,,,,,,,
,Franchise & Business Immigration (FBI) Attorneys:,1,0,0.0,0.0,0.0,1.0,,,,,,,,,,
,Immigration South Africa (ISA):,1,0,1.0,0.0,0.0,0.0,,,,,,,,,,
,Black Pen Immigration,1,1,0.0,0.0,0.0,0.0,,,,,,,,,,
,Craig Smith & Associates Attorneys,1,0,0.0,0.0,0.0,1.0,,,,,,,,,,
,Immigration South Africa,1,0,0.0,0.0,1.0,0.0,,,,,,,,,,
,Intergate Immigration,1,0,1.0,0.0,0.0,0.0,,,,,,,,,,
,Move Up Immigration,1,0,0.0,1.0,0.0,0.0,,,,,,,,,,
,Black Pen Immigration:,1,1,0.0,0.0,0.0,0.0,,,,,,,,,,
,Fragomen:,1,0,0.0,0.0,0.0,1.0,,,,,,,,,,
,Global Migration SA:,1,0,0.0,0.0,1.0,0.0,,,,,,,,,,
,Sable International:,1,0,1.0,0.0,0.0,0.0,,,,,,,,,,
,Xpatweb:,1,0,0.0,1.0,0.0,0.0,,,,,,,,,,
,Bowmans:,1,0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
,ENSafrica:,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
,Fragomen:,1,0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,
,Sable International:,1,0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,
,Werksmans Attorneys:,1,0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,
,Xpatweb:,1,0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
,Black Pen Immigration:,1,0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,
,Fragomen:,1,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
,Immigration Direct South Africa:,1,0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,
,Sable International:,1,0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,
,Xpatweb:,1,0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,
,Black Pen Immigration:,1,1,0.0,0.0,0.0,0.0,,,,,,,,,,
,Cliffe Dekker Hofmeyr:,1,0,0.0,0.0,1.0,0.0,,,,,,,,,,
,Craig Smith & Associates:,1,0,1.0,0.0,0.0,0.0,,,,,,,,,,
,Webber Wentzel:,1,0,0.0,0.0,0.0,1.0,,,,,,,,,,
,Black Pen Immigration:,1,0,1.0,0.0,0.0,0.0,,,,,,,,,,
,Global Migration:,1,0,0.0,0.0,1.0,0.0,,,,,,,,,,
,Immigration South Africa (ISA):,1,0,0.0,1.0,0.0,0.0,,,,,,,,,,
,Intergate Immigration:,1,1,0.0,0.0,0.0,0.0,,,,,,,,,,
,Xpatweb:,1,0,0.0,0.0,0.0,1.0,,,,,,,,,,
,Black Pen Immigration:,1,1,0.0,0.0,0.0,0.0,,,,,,,,,,
,Breytenbachs Immigration Consultants:,1,0,0.0,0.0,1.0,0.0,,,,,,,,,,
,Ibn Immigration Solutions:,1,0,0.0,0.0,0.0,1.0,,,,,,,,,,
,Le Roux Attorneys Inc:,1,0,1.0,0.0,0.0,0.0,,,,,,,,,,
,SA Migration International:,1,0,0.0,1.0,0.0,0.0,,,,,,,,,,
,Black Pen Global:,1,0,1.0,0.0,0.0,0.0,,,,,,,,,,
,Eisenstein & Partners:,1,0,0.0,0.0,0.0,1.0,,,,,,,,,,
,Global Migration SA:,1,1,0.0,0.0,0.0,0.0,,,,,,,,,,
,Intergate Immigration:,1,0,0.0,1.0,0.0,0.0,,,,,,,,,,
,Xpatweb:,1,0,0.0,0.0,1.0,0.0,,,,,,,,,,
,**Black Pen Immigration**:,1,1,0.0,0.0,0.0,0.0,,,,,,,,,,
,**Breytenbachs Immigration Consultants**:,1,0,1.0,0.0,0.0,0.0,,,,,,,,,,
,**Immigration South Africa**:,1,0,0.0,0.0,1.0,0.0,,,,,,,,,,
,**Le Roux Attorneys**:,1,0,0.0,0.0,0.0,1.0,,,,,,,,,,
,Black Pen Immigration:,1,1,0.0,0.0,0.0,,,,,,,,,,,
,EIS (Executive Immigration Services):,1,0,0.0,0.0,1.0,,,,,,,,,,,
,Global Migration SA:,1,0,0.0,1.0,0.0,,,,,,,,,,,
